@relation PL
@ATTRIBUTE HomeValue NUMERIC
@ATTRIBUTE AwayValue NUMERIC
@ATTRIBUTE HomePtsSeas NUMERIC
@ATTRIBUTE AwayPtsSeas NUMERIC
@ATTRIBUTE HomePtsLast NUMERIC
@ATTRIBUTE AwayPtsLast NUMERIC
@ATTRIBUTE HomePtsHome NUMERIC
@ATTRIBUTE AwayPtsAway NUMERIC
@ATTRIBUTE HomeGoalsSeas NUMERIC
@ATTRIBUTE AwayGoalsSeas NUMERIC
@ATTRIBUTE HomeGoalsLast NUMERIC
@ATTRIBUTE AwayGoalsLast NUMERIC
@ATTRIBUTE HomeGoalsHome NUMERIC
@ATTRIBUTE AwayGoalsAway NUMERIC
@ATTRIBUTE HomeGoalsConcSeas NUMERIC
@ATTRIBUTE AwayGoalsConcSeas NUMERIC
@ATTRIBUTE HomeGoalsConcLast NUMERIC
@ATTRIBUTE AwayGoalsConcLast NUMERIC
@ATTRIBUTE HomeGoalsConcHome NUMERIC
@ATTRIBUTE AwayGoalsConcAway NUMERIC
@ATTRIBUTE HomeTotalShots NUMERIC
@ATTRIBUTE AwayTotalShots NUMERIC
@ATTRIBUTE HomeShotsTarget NUMERIC
@ATTRIBUTE AwayShotsTarget NUMERIC
@ATTRIBUTE HomeTotalShotsAgst NUMERIC
@ATTRIBUTE AwayTotalShotsAgst NUMERIC
@ATTRIBUTE HomeShotsTargetAgst NUMERIC
@ATTRIBUTE AwayShotsTargetAgst NUMERIC
@ATTRIBUTE HomePossession NUMERIC
@ATTRIBUTE AwayPossession NUMERIC
@ATTRIBUTE HomeExpectedWin NUMERIC
@ATTRIBUTE AwayExpectedWin NUMERIC
@ATTRIBUTE HomeTrend NUMERIC
@ATTRIBUTE AwayTrend NUMERIC
@ATTRIBUTE HomeWeightedPoints NUMERIC
@ATTRIBUTE AwayWeightedPoints NUMERIC
@ATTRIBUTE ChanceCreationHome NUMERIC
@ATTRIBUTE ChanceCreationAway NUMERIC
@ATTRIBUTE ShotsAccuracyHome NUMERIC
@ATTRIBUTE ShotsAccuracyAway NUMERIC
@ATTRIBUTE ScoringRateHome NUMERIC
@ATTRIBUTE ScoringRateAway NUMERIC
@ATTRIBUTE KeeperStrengthHome NUMERIC
@ATTRIBUTE KeeperStrengthAway NUMERIC
@ATTRIBUTE Round NUMERIC
@ATTRIBUTE Winner {H, D, A}
@ATTRIBUTE Over2.5 {True, False}
@data
0.1,0.33,0.11,0.07,0.1,0.13,0.13,0.05,0.09,0.1,0.07,0.17,0.12,0.09,0.14,0.16,0.23,0.17,0.14,0.19,0.11,0.12,0.03,0.04,0.14,0.15,0.05,0.05,0.44,0.44,0.35,0.45,-0.02,0.01,0.266,0.229,0.04,0.037,0.032,0.033,0.037,0.036,0.104,0.09,0.305,A,True
0.29,0.15,0.14,0.14,0.1,0,0.17,0.12,0.13,0.11,0.07,0.07,0.14,0.09,0.13,0.13,0.17,0.17,0.09,0.12,0.13,0.13,0.04,0.03,0.16,0.12,0.05,0.04,0.45,0.5,0.26,0.45,-0.01,-0.03,0.389,0.462,0.035,0.038,0.032,0.038,0.031,0.031,0.124,0.096,0.31,D,False
0.07,0.05,0.09,0.08,0.1,0.1,0.09,0.04,0.06,0.11,0.17,0.2,0.07,0.09,0.14,0.18,0.13,0.2,0.13,0.22,0.11,0.14,0.03,0.04,0.13,0.16,0.05,0.06,0.49,0.45,0.38,0.27,-0.02,0.01,0.242,0.131,0.045,0.032,0.033,0.035,0.051,0.035,0.095,0.092,0.31,D,True
0.22,1.01,0.12,0.20,0.2,0.2,0.11,0.19,0.12,0.21,0.17,0.17,0.12,0.21,0.14,0.09,0.1,0.03,0.14,0.11,0.12,0.18,0.04,0.06,0.14,0.1,0.04,0.03,0.4,0.6,0.38,0.54,0.02,0.01,0.4,0.631,0.034,0.034,0.033,0.03,0.03,0.029,0.102,0.108,0.3,H,True
0.08,0.83,0.08,0.18,0.1,0.2,0.11,0.16,0.09,0.17,0.03,0.2,0.09,0.15,0.16,0.15,0.13,0.23,0.13,0.16,0.12,0.14,0.03,0.05,0.16,0.13,0.05,0.05,0.43,0.57,0.45,0.38,-0.01,0.01,0.284,0.455,0.037,0.041,0.035,0.031,0.038,0.027,0.096,0.086,0.3,D,False
0.08,0.18,0.09,0.12,0.03,0,0.09,0.09,0.08,0.11,0.03,0.03,0.08,0.09,0.15,0.16,0.2,0.2,0.15,0.19,0.11,0.12,0.03,0.04,0.16,0.12,0.05,0.04,0.46,0.48,0.40,0.36,-0.02,-0.03,0.237,0.402,0.043,0.039,0.033,0.032,0.043,0.035,0.11,0.074,0.3,H,False
0.56,0.9,0.2,0.18,0.3,0.2,0.24,0.18,0.19,0.15,0.23,0.13,0.24,0.14,0.1,0.11,0.07,0.07,0.08,0.11,0.16,0.16,0.06,0.05,0.11,0.11,0.03,0.04,0.56,0.56,0.38,0.33,0.06,-0.01,0.525,0.538,0.035,0.036,0.027,0.031,0.03,0.035,0.105,0.101,0.3,H,True
0.87,0.15,0.23,0.14,0.23,0.1,0.26,0.13,0.21,0.11,0.17,0.1,0.2,0.09,0.09,0.12,0.1,0.1,0.04,0.12,0.15,0.13,0.06,0.03,0.11,0.12,0.03,0.04,0.55,0.5,0.36,0.45,0.01,-0.02,0.684,0.477,0.037,0.038,0.026,0.038,0.027,0.031,0.126,0.098,0.295,H,True
0.44,0.27,0.11,0.18,0.2,0.23,0.14,0.16,0.13,0.14,0.17,0.13,0.16,0.11,0.14,0.07,0.1,0.03,0.13,0.08,0.13,0.13,0.04,0.04,0.13,0.1,0.03,0.03,0.55,0.54,0.27,0.27,0.02,0.01,0.251,0.462,0.043,0.04,0.028,0.03,0.035,0.032,0.094,0.142,0.3,H,False
0.33,0.29,0.07,0.14,0.03,0.1,0.08,0.11,0.09,0.13,0.1,0.03,0.1,0.13,0.17,0.12,0.2,0.13,0.13,0.16,0.12,0.13,0.04,0.04,0.15,0.16,0.05,0.05,0.44,0.45,0.45,0.26,-0.01,0.01,0.207,0.402,0.037,0.035,0.033,0.032,0.038,0.031,0.088,0.127,0.295,H,True
0.86,0.07,0.20,0.09,0.3,0.2,0.25,0.09,0.17,0.06,0.2,0.2,0.22,0.05,0.09,0.13,0.03,0.07,0.07,0.13,0.14,0.11,0.05,0.03,0.1,0.13,0.04,0.05,0.62,0.49,0.3,0.38,0.04,-0.01,0.639,0.25,0.045,0.045,0.028,0.033,0.029,0.053,0.11,0.099,0.3,H,True
0.15,0.07,0.14,0.09,0.1,0.07,0.17,0.08,0.11,0.09,0.1,0.1,0.13,0.07,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.11,0.04,0.03,0.14,0.13,0.05,0.04,0.5,0.44,0.38,0.36,0.01,-0.01,0.384,0.224,0.044,0.039,0.031,0.033,0.033,0.036,0.114,0.1,0.3,H,True
0.1,0.05,0.11,0.07,0.1,0,0.14,0.02,0.09,0.1,0.07,0.1,0.12,0.07,0.13,0.18,0.17,0.23,0.13,0.23,0.11,0.14,0.03,0.04,0.14,0.16,0.05,0.06,0.44,0.45,0.35,0.27,-0.01,-0.05,0.274,0.125,0.04,0.032,0.032,0.035,0.037,0.038,0.111,0.091,0.3,A,True
0.07,0.87,0.10,0.23,0.07,0.17,0.11,0.2,0.09,0.21,0.03,0.1,0.11,0.21,0.13,0.08,0.07,0.07,0.12,0.12,0.11,0.15,0.03,0.06,0.13,0.11,0.04,0.03,0.44,0.55,0.36,0.36,0,0,0.232,0.701,0.039,0.037,0.033,0.026,0.037,0.027,0.104,0.132,0.285,A,True
0.9,0.86,0.19,0.19,0.3,0.3,0.19,0.14,0.15,0.17,0.17,0.2,0.16,0.12,0.1,0.09,0.03,0,0.09,0.11,0.16,0.14,0.05,0.05,0.11,0.1,0.04,0.04,0.56,0.62,0.33,0.3,0.05,0.03,0.556,0.568,0.036,0.045,0.031,0.028,0.034,0.029,0.105,0.11,0.29,A,True
0.05,0.44,0.08,0.11,0,0.1,0.13,0.08,0.1,0.12,0.1,0.1,0.13,0.09,0.18,0.14,0.23,0.13,0.13,0.15,0.14,0.13,0.04,0.04,0.16,0.13,0.06,0.03,0.45,0.55,0.27,0.27,-0.04,0.01,0.13,0.255,0.032,0.043,0.035,0.028,0.038,0.036,0.091,0.094,0.29,A,True
0.07,0.15,0.10,0.14,0.2,0.1,0.1,0.11,0.07,0.11,0.2,0.1,0.08,0.1,0.13,0.13,0.07,0.13,0.13,0.16,0.11,0.12,0.03,0.04,0.13,0.14,0.05,0.05,0.49,0.5,0.38,0.38,0.02,-0.02,0.259,0.39,0.045,0.044,0.033,0.031,0.05,0.033,0.098,0.11,0.29,A,False
1.01,0.1,0.2,0.11,0.1,0.2,0.21,0.09,0.2,0.09,0.1,0.1,0.2,0.06,0.1,0.12,0.1,0.07,0.09,0.12,0.18,0.11,0.06,0.03,0.1,0.14,0.03,0.05,0.6,0.44,0.54,0.35,-0.01,0.01,0.642,0.284,0.034,0.04,0.03,0.032,0.029,0.036,0.103,0.116,0.29,H,True
0.18,0.56,0.12,0.20,0.1,0.3,0.16,0.16,0.11,0.19,0.03,0.23,0.14,0.15,0.16,0.1,0.13,0.03,0.13,0.13,0.12,0.16,0.04,0.06,0.12,0.11,0.04,0.03,0.48,0.56,0.36,0.38,-0.02,0.05,0.416,0.525,0.039,0.035,0.032,0.027,0.035,0.03,0.075,0.105,0.29,A,True
0.27,0.08,0.17,0.09,0.13,0.1,0.18,0.06,0.14,0.09,0.07,0.03,0.17,0.09,0.07,0.16,0.07,0.1,0.07,0.2,0.13,0.12,0.04,0.03,0.1,0.16,0.03,0.05,0.54,0.43,0.27,0.45,0,0.01,0.469,0.294,0.04,0.037,0.03,0.035,0.032,0.037,0.138,0.097,0.29,H,False
0.15,0.22,0.14,0.11,0.2,0.2,0.16,0.12,0.11,0.12,0.1,0.2,0.14,0.11,0.12,0.14,0.03,0.1,0.12,0.13,0.13,0.12,0.03,0.04,0.12,0.14,0.04,0.04,0.5,0.4,0.45,0.38,-0.01,0.01,0.494,0.398,0.038,0.034,0.038,0.033,0.03,0.031,0.1,0.101,0.29,A,True
0.83,0.33,0.17,0.07,0.2,0.07,0.18,0.05,0.16,0.09,0.17,0.07,0.17,0.07,0.14,0.16,0.2,0.13,0.13,0.18,0.14,0.12,0.05,0.04,0.13,0.15,0.05,0.05,0.57,0.44,0.38,0.45,-0.01,0,0.436,0.214,0.041,0.037,0.031,0.033,0.029,0.041,0.089,0.093,0.285,H,True
0.29,0.08,0.13,0.09,0,0.03,0.16,0.09,0.13,0.08,0.03,0.03,0.14,0.08,0.13,0.15,0.23,0.23,0.1,0.15,0.13,0.11,0.04,0.03,0.16,0.16,0.05,0.05,0.45,0.46,0.26,0.40,-0.03,-0.01,0.408,0.245,0.035,0.043,0.032,0.033,0.03,0.042,0.122,0.109,0.29,H,False
0.15,0.9,0.14,0.18,0.2,0.3,0.18,0.17,0.12,0.15,0.17,0.2,0.14,0.14,0.13,0.11,0.13,0.03,0.11,0.12,0.12,0.16,0.04,0.05,0.14,0.11,0.05,0.04,0.5,0.56,0.38,0.33,-0.01,0.04,0.404,0.56,0.044,0.036,0.031,0.031,0.032,0.034,0.109,0.101,0.28,A,False
0.87,0.27,0.23,0.18,0.23,0.1,0.27,0.17,0.21,0.14,0.1,0.03,0.21,0.11,0.08,0.07,0.03,0.1,0.04,0.08,0.15,0.13,0.06,0.04,0.11,0.1,0.03,0.03,0.55,0.54,0.36,0.27,0.01,0.01,0.717,0.454,0.037,0.04,0.026,0.03,0.027,0.032,0.134,0.14,0.275,D,False
0.44,0.18,0.1,0.12,0.03,0.1,0.12,0.09,0.12,0.11,0.07,0.03,0.15,0.09,0.15,0.15,0.2,0.2,0.14,0.18,0.13,0.12,0.04,0.04,0.13,0.12,0.03,0.04,0.55,0.48,0.27,0.36,-0.02,-0.01,0.245,0.43,0.043,0.039,0.028,0.032,0.038,0.034,0.091,0.077,0.28,H,True
0.86,0.83,0.19,0.18,0.2,0.23,0.24,0.18,0.17,0.16,0.13,0.23,0.21,0.16,0.09,0.14,0.07,0.17,0.07,0.15,0.14,0.14,0.05,0.05,0.1,0.13,0.04,0.05,0.62,0.57,0.3,0.38,0.02,0.02,0.499,0.452,0.045,0.041,0.028,0.031,0.029,0.028,0.107,0.093,0.28,H,True
0.56,0.29,0.19,0.14,0.3,0.03,0.23,0.12,0.19,0.14,0.2,0.1,0.23,0.14,0.11,0.12,0.07,0.2,0.08,0.15,0.16,0.13,0.06,0.04,0.11,0.16,0.03,0.05,0.56,0.45,0.38,0.26,0.04,-0.02,0.513,0.422,0.035,0.035,0.027,0.032,0.031,0.029,0.101,0.129,0.28,H,True
0.08,1.01,0.08,0.21,0.03,0.2,0.1,0.2,0.09,0.21,0.03,0.27,0.09,0.22,0.17,0.1,0.13,0.07,0.14,0.11,0.12,0.18,0.03,0.06,0.16,0.1,0.05,0.03,0.43,0.6,0.45,0.54,-0.02,0.01,0.197,0.665,0.037,0.034,0.035,0.03,0.037,0.028,0.094,0.104,0.28,H,False
0.22,0.05,0.11,0.08,0.1,0,0.09,0.02,0.11,0.1,0.13,0.1,0.11,0.07,0.14,0.18,0.13,0.2,0.15,0.22,0.12,0.14,0.04,0.04,0.14,0.16,0.04,0.06,0.4,0.45,0.38,0.27,-0.01,-0.03,0.407,0.134,0.034,0.032,0.033,0.035,0.033,0.038,0.101,0.093,0.28,H,True
0.33,0.07,0.07,0.10,0.03,0.13,0.08,0.08,0.09,0.09,0.1,0.1,0.11,0.08,0.16,0.13,0.2,0.1,0.14,0.14,0.12,0.11,0.04,0.03,0.15,0.13,0.05,0.04,0.44,0.44,0.45,0.36,-0.01,0,0.22,0.228,0.037,0.039,0.033,0.033,0.04,0.036,0.09,0.1,0.275,D,False
0.08,0.07,0.09,0.09,0.07,0.1,0.09,0.08,0.08,0.05,0.03,0.1,0.09,0.03,0.14,0.14,0.1,0.13,0.13,0.14,0.11,0.11,0.03,0.03,0.16,0.13,0.05,0.05,0.46,0.49,0.40,0.38,0,0.01,0.254,0.26,0.043,0.045,0.033,0.033,0.04,0.061,0.116,0.094,0.28,A,True
0.1,0.15,0.11,0.15,0.13,0.3,0.13,0.14,0.09,0.12,0.07,0.17,0.12,0.1,0.13,0.12,0.07,0.03,0.14,0.12,0.11,0.13,0.03,0.03,0.14,0.12,0.05,0.04,0.44,0.5,0.35,0.45,-0.01,0.03,0.278,0.511,0.04,0.038,0.032,0.038,0.036,0.029,0.112,0.1,0.28,H,False
0.05,0.83,0.08,0.17,0.1,0.13,0.14,0.17,0.1,0.16,0.13,0.23,0.14,0.16,0.17,0.14,0.13,0.23,0.13,0.16,0.14,0.14,0.04,0.05,0.16,0.13,0.06,0.05,0.45,0.57,0.27,0.38,-0.02,0.01,0.139,0.463,0.032,0.041,0.035,0.031,0.038,0.028,0.094,0.091,0.27,A,True
0.9,0.08,0.18,0.08,0.3,0.03,0.19,0.06,0.15,0.09,0.23,0.07,0.16,0.09,0.11,0.17,0.1,0.17,0.1,0.2,0.16,0.12,0.05,0.03,0.11,0.16,0.04,0.05,0.56,0.43,0.33,0.45,0.03,-0.01,0.572,0.204,0.036,0.037,0.031,0.035,0.034,0.036,0.097,0.094,0.27,H,False
1.01,0.33,0.20,0.07,0.2,0.03,0.21,0.06,0.21,0.09,0.33,0.1,0.2,0.08,0.1,0.16,0.1,0.17,0.09,0.18,0.18,0.12,0.06,0.04,0.1,0.15,0.03,0.05,0.6,0.44,0.54,0.45,-0.01,0,0.652,0.228,0.034,0.037,0.03,0.033,0.028,0.038,0.1,0.09,0.265,H,False
0.18,0.86,0.13,0.18,0.13,0.2,0.17,0.12,0.12,0.17,0.07,0.2,0.15,0.12,0.16,0.1,0.2,0.1,0.13,0.12,0.12,0.14,0.04,0.05,0.12,0.1,0.04,0.04,0.48,0.62,0.36,0.3,0.01,0.01,0.446,0.497,0.039,0.045,0.032,0.028,0.032,0.029,0.076,0.104,0.27,A,False
0.05,0.56,0.08,0.19,0.1,0.3,0.15,0.15,0.1,0.19,0.1,0.2,0.14,0.15,0.17,0.11,0.1,0.07,0.12,0.13,0.14,0.16,0.04,0.06,0.16,0.11,0.06,0.03,0.45,0.56,0.27,0.38,-0.01,0.03,0.145,0.526,0.032,0.035,0.035,0.027,0.038,0.031,0.094,0.101,0.265,A,True
0.15,0.44,0.14,0.10,0.2,0.03,0.15,0.09,0.12,0.12,0.13,0.07,0.13,0.1,0.13,0.14,0.17,0.17,0.13,0.15,0.13,0.13,0.03,0.04,0.12,0.13,0.04,0.03,0.5,0.55,0.45,0.27,0.02,-0.01,0.482,0.254,0.038,0.043,0.038,0.028,0.03,0.037,0.096,0.092,0.27,H,False
0.83,0.15,0.17,0.15,0.13,0.2,0.17,0.12,0.16,0.12,0.2,0.1,0.16,0.09,0.14,0.13,0.2,0.1,0.12,0.15,0.14,0.12,0.05,0.04,0.13,0.14,0.05,0.05,0.57,0.5,0.38,0.38,0,0.02,0.464,0.419,0.041,0.044,0.031,0.031,0.029,0.033,0.093,0.115,0.265,H,True
0.29,0.87,0.14,0.23,0.07,0.23,0.17,0.19,0.14,0.22,0.1,0.13,0.15,0.22,0.12,0.08,0.17,0.07,0.1,0.13,0.13,0.15,0.04,0.06,0.16,0.11,0.05,0.03,0.45,0.55,0.26,0.36,-0.01,0,0.438,0.712,0.035,0.037,0.032,0.026,0.028,0.026,0.128,0.128,0.265,A,False
0.07,0.1,0.08,0.11,0,0.23,0.08,0.09,0.05,0.09,0.03,0.1,0.07,0.06,0.14,0.13,0.17,0,0.13,0.12,0.11,0.11,0.03,0.03,0.13,0.14,0.05,0.05,0.49,0.44,0.38,0.35,-0.07,0.01,0.258,0.288,0.045,0.04,0.033,0.032,0.069,0.036,0.094,0.114,0.27,H,True
0.07,0.08,0.10,0.09,0.2,0.03,0.12,0.09,0.09,0.08,0.13,0,0.11,0.08,0.13,0.14,0.07,0.13,0.12,0.15,0.11,0.11,0.03,0.03,0.13,0.16,0.04,0.05,0.44,0.46,0.36,0.40,-0.01,-0.01,0.234,0.261,0.039,0.043,0.033,0.033,0.036,0.041,0.1,0.114,0.27,D,False
0.27,0.22,0.17,0.11,0.03,0.13,0.17,0.13,0.14,0.12,0,0.17,0.17,0.12,0.07,0.14,0.1,0.13,0.07,0.14,0.13,0.12,0.04,0.04,0.1,0.14,0.03,0.04,0.54,0.4,0.27,0.38,-0.02,0.01,0.447,0.422,0.04,0.034,0.03,0.033,0.031,0.032,0.134,0.099,0.27,H,False
0.56,0.44,0.18,0.11,0.2,0.07,0.22,0.09,0.19,0.13,0.17,0.07,0.23,0.11,0.11,0.14,0.13,0.1,0.09,0.15,0.16,0.13,0.06,0.04,0.11,0.13,0.03,0.03,0.56,0.55,0.38,0.27,0.02,0,0.496,0.264,0.035,0.043,0.027,0.028,0.031,0.035,0.097,0.093,0.26,H,False
0.9,1.01,0.17,0.21,0.23,0.23,0.18,0.22,0.15,0.22,0.17,0.33,0.15,0.23,0.11,0.1,0.07,0.07,0.1,0.1,0.16,0.18,0.05,0.06,0.11,0.1,0.04,0.03,0.56,0.6,0.33,0.54,0.02,0.02,0.478,0.677,0.036,0.034,0.031,0.03,0.035,0.027,0.096,0.104,0.26,H,True
0.08,0.15,0.08,0.14,0.07,0.13,0.11,0.1,0.1,0.12,0.13,0.1,0.1,0.09,0.17,0.13,0.2,0.13,0.14,0.16,0.12,0.12,0.03,0.04,0.16,0.14,0.05,0.05,0.43,0.5,0.45,0.38,0,0.01,0.212,0.425,0.037,0.044,0.035,0.031,0.035,0.033,0.093,0.11,0.26,A,False
0.86,0.08,0.18,0.10,0.13,0.07,0.24,0.1,0.17,0.08,0.17,0.03,0.22,0.08,0.1,0.14,0.13,0.1,0.08,0.15,0.14,0.11,0.05,0.03,0.1,0.16,0.04,0.05,0.62,0.46,0.3,0.40,-0.01,0,0.508,0.271,0.045,0.043,0.028,0.033,0.029,0.039,0.099,0.117,0.26,H,False
0.18,0.07,0.12,0.08,0.07,0,0.16,0.08,0.12,0.05,0.07,0.07,0.15,0.03,0.16,0.14,0.23,0.2,0.14,0.15,0.12,0.11,0.04,0.03,0.12,0.13,0.04,0.05,0.48,0.49,0.36,0.38,-0.01,-0.06,0.455,0.268,0.039,0.045,0.032,0.033,0.032,0.066,0.074,0.093,0.26,H,False
0.15,0.07,0.14,0.1,0.13,0.23,0.14,0.08,0.12,0.1,0.13,0.17,0.13,0.08,0.13,0.14,0.2,0.07,0.14,0.15,0.13,0.11,0.03,0.03,0.12,0.13,0.04,0.04,0.5,0.44,0.45,0.36,0.01,0.02,0.492,0.243,0.038,0.039,0.038,0.033,0.03,0.035,0.092,0.098,0.26,H,False
0.1,0.27,0.10,0.18,0.17,0.13,0.12,0.18,0.09,0.15,0.13,0.03,0.12,0.12,0.13,0.07,0.07,0.07,0.15,0.08,0.11,0.13,0.03,0.04,0.14,0.1,0.05,0.03,0.44,0.54,0.35,0.27,0,-0.01,0.268,0.465,0.04,0.04,0.032,0.03,0.036,0.03,0.11,0.136,0.26,H,False
0.29,0.22,0.15,0.10,0.1,0.13,0.18,0.12,0.15,0.11,0.1,0.1,0.15,0.11,0.12,0.14,0.1,0.1,0.08,0.14,0.13,0.12,0.04,0.04,0.16,0.14,0.05,0.04,0.45,0.4,0.26,0.38,0,-0.01,0.455,0.405,0.035,0.034,0.032,0.033,0.028,0.034,0.135,0.099,0.26,A,True
0.44,0.33,0.11,0.07,0.13,0,0.12,0.05,0.12,0.09,0.03,0.07,0.14,0.07,0.14,0.16,0.03,0.2,0.13,0.18,0.13,0.12,0.04,0.04,0.13,0.15,0.03,0.05,0.55,0.44,0.27,0.45,-0.01,-0.04,0.261,0.22,0.043,0.037,0.028,0.033,0.036,0.04,0.094,0.092,0.25,D,True
0.27,0.9,0.18,0.17,0.13,0.23,0.18,0.16,0.15,0.14,0.03,0.17,0.18,0.13,0.07,0.12,0.03,0.07,0.06,0.13,0.13,0.16,0.04,0.05,0.1,0.11,0.03,0.04,0.54,0.56,0.27,0.33,0,0.01,0.483,0.465,0.04,0.036,0.03,0.031,0.029,0.035,0.146,0.093,0.25,A,False
0.83,0.29,0.17,0.15,0.2,0.07,0.18,0.12,0.16,0.14,0.23,0.03,0.15,0.13,0.14,0.11,0.13,0.1,0.12,0.14,0.14,0.13,0.05,0.04,0.13,0.16,0.05,0.05,0.57,0.45,0.38,0.26,-0.01,0,0.471,0.44,0.041,0.035,0.031,0.032,0.029,0.028,0.095,0.139,0.25,D,True
0.07,0.15,0.09,0.13,0,0.13,0.09,0.12,0.05,0.11,0.03,0.17,0.07,0.09,0.14,0.13,0.3,0.2,0.12,0.12,0.11,0.13,0.03,0.03,0.13,0.12,0.05,0.04,0.49,0.5,0.38,0.45,-0.05,-0.01,0.279,0.503,0.045,0.038,0.033,0.038,0.069,0.031,0.094,0.092,0.25,A,True
0.87,0.08,0.24,0.08,0.23,0.03,0.28,0.06,0.22,0.1,0.13,0.1,0.22,0.09,0.08,0.17,0.07,0.23,0.03,0.21,0.15,0.12,0.06,0.03,0.11,0.16,0.03,0.05,0.55,0.43,0.36,0.45,0.02,-0.01,0.737,0.185,0.037,0.037,0.026,0.035,0.025,0.035,0.129,0.091,0.25,D,False
0.22,0.56,0.11,0.18,0.13,0.2,0.1,0.14,0.11,0.19,0.07,0.27,0.11,0.15,0.14,0.11,0.07,0.1,0.14,0.13,0.12,0.16,0.04,0.06,0.14,0.11,0.04,0.03,0.4,0.56,0.38,0.38,0,0.01,0.422,0.49,0.034,0.035,0.033,0.027,0.034,0.031,0.1,0.097,0.25,A,True
0.07,0.05,0.09,0.09,0.13,0.1,0.1,0.02,0.09,0.1,0.1,0.1,0.1,0.07,0.14,0.17,0.13,0.13,0.12,0.22,0.11,0.14,0.03,0.04,0.13,0.16,0.04,0.06,0.44,0.45,0.36,0.27,0.01,0.01,0.247,0.15,0.039,0.032,0.033,0.035,0.037,0.038,0.097,0.095,0.25,H,True
1.01,0.18,0.21,0.13,0.17,0.17,0.2,0.1,0.2,0.12,0.2,0.17,0.18,0.1,0.1,0.15,0.1,0.07,0.1,0.15,0.18,0.12,0.06,0.04,0.1,0.12,0.03,0.04,0.6,0.48,0.54,0.36,0.01,0,0.683,0.473,0.034,0.039,0.03,0.032,0.029,0.031,0.1,0.081,0.25,H,True
0.08,0.1,0.10,0.10,0.13,0.13,0.09,0.09,0.09,0.1,0.1,0.13,0.09,0.07,0.14,0.14,0.1,0.17,0.14,0.12,0.11,0.11,0.03,0.03,0.16,0.14,0.05,0.05,0.46,0.44,0.40,0.35,-0.01,0.01,0.278,0.276,0.043,0.04,0.033,0.032,0.038,0.035,0.112,0.106,0.25,D,False
0.15,0.86,0.14,0.19,0.13,0.23,0.17,0.13,0.11,0.17,0.07,0.23,0.13,0.12,0.13,0.1,0.1,0.1,0.11,0.12,0.12,0.14,0.04,0.05,0.14,0.1,0.05,0.04,0.5,0.62,0.38,0.3,-0.01,0.01,0.34,0.528,0.044,0.045,0.031,0.028,0.034,0.029,0.109,0.104,0.25,H,True
0.87,0.44,0.23,0.11,0.23,0.17,0.28,0.1,0.22,0.13,0.27,0.03,0.23,0.12,0.09,0.14,0.07,0,0.04,0.15,0.15,0.13,0.06,0.04,0.11,0.13,0.03,0.03,0.55,0.55,0.36,0.27,0.01,0,0.713,0.272,0.037,0.043,0.026,0.028,0.025,0.035,0.123,0.093,0.24,H,False
0.22,0.18,0.11,0.13,0.2,0.13,0.1,0.1,0.11,0.12,0.13,0.17,0.11,0.1,0.14,0.15,0.1,0.1,0.14,0.16,0.12,0.12,0.04,0.04,0.14,0.12,0.04,0.04,0.4,0.48,0.38,0.36,0.01,0,0.432,0.484,0.034,0.039,0.033,0.032,0.034,0.031,0.099,0.079,0.24,D,False
0.86,0.08,0.18,0.09,0.23,0.03,0.23,0.06,0.17,0.1,0.2,0.13,0.21,0.09,0.1,0.17,0.07,0.23,0.08,0.2,0.14,0.12,0.05,0.03,0.1,0.16,0.04,0.05,0.62,0.43,0.3,0.45,0,0,0.54,0.193,0.045,0.037,0.028,0.035,0.03,0.035,0.104,0.094,0.24,H,True
0.27,0.29,0.19,0.15,0.2,0.13,0.19,0.12,0.16,0.15,0.1,0.13,0.2,0.14,0.07,0.12,0.07,0.1,0.07,0.16,0.13,0.13,0.04,0.04,0.1,0.16,0.03,0.05,0.54,0.45,0.27,0.26,0.01,0,0.491,0.447,0.04,0.035,0.03,0.032,0.028,0.027,0.14,0.133,0.24,D,False
0.15,1.01,0.14,0.20,0.23,0.07,0.16,0.21,0.11,0.2,0.17,0.07,0.14,0.22,0.12,0.1,0.07,0.13,0.12,0.1,0.13,0.18,0.03,0.06,0.12,0.1,0.04,0.03,0.5,0.6,0.45,0.54,0,0,0.524,0.693,0.038,0.034,0.038,0.03,0.031,0.03,0.1,0.1,0.24,A,True
0.1,0.15,0.10,0.14,0.07,0.13,0.1,0.11,0.09,0.12,0.07,0.07,0.12,0.1,0.14,0.13,0.17,0.2,0.16,0.16,0.11,0.12,0.03,0.04,0.14,0.14,0.05,0.05,0.44,0.5,0.35,0.38,0,0,0.269,0.354,0.04,0.044,0.032,0.031,0.036,0.032,0.101,0.112,0.24,H,False
0.56,0.33,0.18,0.07,0.2,0,0.22,0.06,0.19,0.09,0.27,0.03,0.24,0.07,0.11,0.16,0.07,0.17,0.09,0.18,0.16,0.12,0.06,0.04,0.11,0.15,0.03,0.05,0.56,0.44,0.38,0.45,-0.01,-0.03,0.469,0.229,0.035,0.037,0.027,0.033,0.031,0.04,0.097,0.093,0.24,H,True
