@relation PL
@ATTRIBUTE HomeValue NUMERIC
@ATTRIBUTE AwayValue NUMERIC
@ATTRIBUTE HomePtsSeas NUMERIC
@ATTRIBUTE AwayPtsSeas NUMERIC
@ATTRIBUTE HomePtsLast NUMERIC
@ATTRIBUTE AwayPtsLast NUMERIC
@ATTRIBUTE HomePtsHome NUMERIC
@ATTRIBUTE AwayPtsAway NUMERIC
@ATTRIBUTE HomeGoalsSeas NUMERIC
@ATTRIBUTE AwayGoalsSeas NUMERIC
@ATTRIBUTE HomeGoalsLast NUMERIC
@ATTRIBUTE AwayGoalsLast NUMERIC
@ATTRIBUTE HomeGoalsHome NUMERIC
@ATTRIBUTE AwayGoalsAway NUMERIC
@ATTRIBUTE HomeGoalsConcSeas NUMERIC
@ATTRIBUTE AwayGoalsConcSeas NUMERIC
@ATTRIBUTE HomeGoalsConcLast NUMERIC
@ATTRIBUTE AwayGoalsConcLast NUMERIC
@ATTRIBUTE HomeGoalsConcHome NUMERIC
@ATTRIBUTE AwayGoalsConcAway NUMERIC
@ATTRIBUTE HomeTotalShots NUMERIC
@ATTRIBUTE AwayTotalShots NUMERIC
@ATTRIBUTE HomeShotsTarget NUMERIC
@ATTRIBUTE AwayShotsTarget NUMERIC
@ATTRIBUTE HomeTotalShotsAgst NUMERIC
@ATTRIBUTE AwayTotalShotsAgst NUMERIC
@ATTRIBUTE HomeShotsTargetAgst NUMERIC
@ATTRIBUTE AwayShotsTargetAgst NUMERIC
@ATTRIBUTE HomePossession NUMERIC
@ATTRIBUTE AwayPossession NUMERIC
@ATTRIBUTE HomeFouls NUMERIC
@ATTRIBUTE AwayFouls NUMERIC
@ATTRIBUTE Winner {D, H, A}
@data
5.74,1.47,1.78,0.89,2,1,3,1.25,1.89,0.67,2.67,1,2.75,0.5,1.33,1.11,1.33,1,0.75,0.25,16.65,8.23,6.52,2.46,10.38,14.27,3.54,5.19,62.73,45.08,10.27,10.19,H
5.58,4.63,2.22,2.22,1.33,3,3,3,2.44,2.11,1.67,3,3.5,3,0.44,0.67,0.67,0.33,0,0.5,14.19,17.58,4.96,5.77,11.81,8.69,4.2,3,54.04,61.77,11.38,10.62,H
2.95,1.27,0.8,1.5,0.33,1,1.2,2,0.7,1.5,1,1.33,1,2,2,1.8,2.67,2,2,1.4,9.19,11.81,3.04,3.28,14.73,11.58,5.08,4.54,44.81,49.85,12.5,11.96,H
5.97,5.58,1.9,2.3,2,1.33,1.4,1.6,1.8,2.3,2,0.67,1.6,1.6,1,0.4,1.33,0.67,1.2,0.8,16.19,14.19,6.15,4.96,10.23,11.81,3,4.2,56.46,54.04,9.58,11.38,H
6.4,5.74,2.8,1.9,3,2,2.6,0.8,3.5,1.9,4.33,2.67,4.2,1.2,0.6,1.3,1.33,1.67,0.6,1.8,17.96,16.65,7.42,6.52,6.62,10.38,2.35,3.54,72.04,62.73,8.81,10.27,H
4.63,1.72,2,0.4,2,1.33,1.6,0,1.9,0.4,1.67,1.33,1.4,0,0.7,2.1,0.67,1.33,0.8,2.4,17.58,13.04,5.77,3.77,8.69,11.85,3,4.77,61.77,45.62,10.62,11.31,H
2.37,4.57,0.9,1.6,0.67,1.33,1.5,1,1,1.7,1,1.33,1.25,1.6,1.9,1.6,2,1.33,1.5,3,9.62,17.42,3.54,6.35,15,7.81,4.54,3.04,44.96,58.85,9.77,9.73,A
1.47,0.61,0.8,1.2,1,1.67,0.6,0.8,0.7,1,1.33,1.67,0.8,0.8,1.2,1.1,1.33,0.67,1.8,1.2,8.23,9.77,2.46,2.81,14.27,14.69,5.19,4.76,45.08,45.23,10.19,10.69,A
2.39,0.82,1.3,1.6,1.67,1.33,1.33,1.6,0.9,0.9,1.33,0.67,1,1.2,1,0.9,1,1.33,1.17,1.4,12.35,9.81,3.38,3.28,13.38,16.08,4.76,4.15,53.46,42.27,11,9.5,A
1.4,1.22,1.4,0.7,1.33,1,2,0.6,1,0.6,1,0.67,1.4,0.6,0.9,1.4,1,1,0.8,1.6,12.04,11.73,4.23,4.19,13.62,14.38,4.5,4.46,41.08,47.42,10.96,8.85,A
0.51,1.05,1.2,1,1,0.33,1.6,0.8,0.7,0.9,0.67,1,0.8,0.6,1.3,1.3,2,1.67,1.2,1.4,8.77,10.12,2.81,3.08,11.58,13.35,4.65,4.12,45.81,39.81,11.08,11.62,H
1.52,2.11,1.1,1.2,1,2.33,1.4,1,1.1,1.4,1.33,1.67,1.2,1.2,2,1.4,3,0.67,1.8,1.6,10.85,10.38,3.69,3.54,13.92,13.73,5.38,4.35,42.73,46,10.5,9.5,D
0.61,1.52,1.36,1.09,2.33,1.33,1.6,0.8,1,1.18,1.67,1.33,1.2,1,1,2,0.33,1.33,1,2.2,9.77,10.85,2.81,3.69,14.69,13.92,4.76,5.38,45.23,42.73,10.69,10.5,D
1.27,2.37,1.36,0.82,0,0.33,1,0.5,1.55,1,1.33,1,1,0.83,1.91,2.09,2.67,3,2.2,2.17,11.81,9.62,3.28,3.54,11.58,15,4.54,4.54,49.85,44.96,11.96,9.77,H
5.58,1.4,2.09,1.27,1,1,3,0.8,2.09,0.91,0.67,0.33,3,0.6,0.45,0.91,1,0.67,0,1,14.19,12.04,4.96,4.23,11.81,13.62,4.2,4.5,54.04,41.08,11.38,10.96,H
1.05,5.97,0.91,2,0,3,1.2,2.4,0.82,1.73,0.67,2,1.2,2,1.27,0.91,1.67,0.67,1.2,0.8,10.12,16.19,3.08,6.15,13.35,10.23,4.12,3,39.81,56.46,11.62,9.58,A
4.57,2.39,1.73,1.18,2,1.33,2.2,1.25,1.91,0.82,2.67,0.67,1.8,0.75,1.55,1,1.67,0.67,0.2,0.75,17.42,12.35,6.35,3.38,7.81,13.38,3.04,4.76,58.85,53.46,9.73,11,H
2.11,6.4,1.18,2.82,2.33,3,1.4,3,1.45,3.45,2,3,1.6,2.8,1.45,0.64,1,1,1.2,0.6,10.38,17.96,3.54,7.42,13.73,6.62,4.35,2.35,46,72.04,9.5,8.81,A
1.72,2.95,0.36,1,0.33,1,0.8,0.4,0.36,0.91,0.67,1.67,0.8,0.4,2,2,1.33,3,1.8,2,13.04,9.19,3.77,3.04,11.85,14.73,4.77,5.08,45.62,44.81,11.31,12.5,D
0.82,1.47,1.73,0.73,2,0,1.6,1,0.91,0.64,0.67,0.67,0.6,0.6,0.82,1.18,1,1.67,0.4,0.6,9.81,8.23,3.28,2.46,16.08,14.27,4.15,5.19,42.27,45.08,9.5,10.19,H
1.22,0.51,0.91,1.36,2,2,0.8,0.8,0.64,0.73,1,1,0.6,0.6,1.27,1.18,0.67,1.33,1.2,1.4,11.73,8.77,4.19,2.81,14.38,11.58,4.46,4.65,47.42,45.81,8.85,11.08,H
5.74,4.63,1.73,2.09,2,2,3,2.4,1.82,1.82,2.67,1.67,2.6,2.4,1.45,0.64,2,0.67,0.8,0.6,16.65,17.58,6.52,5.77,10.38,8.69,3.54,3,62.73,61.77,10.27,10.62,H
0.51,6.4,1.25,2.83,1,3,1.83,3,0.67,3.33,0.33,2.67,0.83,2.67,1.42,0.58,2.33,1,1,0.5,8.77,17.96,2.81,7.42,11.58,6.62,4.65,2.35,45.81,72.04,11.08,8.81,A
0.82,5.74,1.83,1.83,3,2,1.83,0.67,1,1.83,1.33,1.67,0.83,1.17,0.75,1.33,0,1.33,0.33,2,9.81,16.65,3.28,6.52,16.08,10.38,4.15,3.54,42.27,62.73,9.5,10.27,A
2.39,2.95,1.08,1,0.33,1.33,1.14,0.5,0.75,1,0.33,1.67,0.86,0.67,1.17,2,1.67,2,1.14,2,12.35,9.19,3.38,3.04,13.38,14.73,4.76,5.08,53.46,44.81,11,12.5,H
4.57,5.97,1.83,2.08,3,3,2.33,2.5,2,1.92,3.33,2,2,2.33,1.42,0.83,0.33,0,0.17,0.67,17.42,16.19,6.35,6.15,7.81,10.23,3.04,3,58.85,56.46,9.73,9.58,D
4.63,1.05,1.92,0.83,1,0,1.83,0.67,1.67,0.75,0.33,0.67,1.33,0.5,0.75,1.5,1,2.67,0.67,1.33,17.58,10.12,5.77,3.08,8.69,13.35,3,4.12,61.77,39.81,10.62,11.62,D
1.47,1.22,0.67,1.08,0,2,0.5,1,0.58,0.92,0.33,1.67,0.67,0.67,1.25,1.17,1.67,0.33,1.67,1.33,8.23,11.73,2.46,4.19,14.27,14.38,5.19,4.46,45.08,47.42,10.19,8.85,D
1.4,1.27,1.17,1.5,0,1,1.67,1.67,0.92,1.58,0.33,1.33,1.17,2,1.17,1.75,2,1.33,0.83,1.67,12.04,11.81,4.23,3.28,13.62,11.58,4.5,4.54,41.08,49.85,10.96,11.96,A
5.58,0.61,2.17,1.33,2,1.67,3,1.17,2.25,1.08,1.67,1.33,3.17,0.83,0.5,1.08,0.67,1,0.17,1,14.19,9.77,4.96,2.81,11.81,14.69,4.2,4.76,54.04,45.23,11.38,10.69,H
1.72,1.52,0.42,1.08,0.67,1.67,0.83,0.83,0.5,1.25,1.33,1.67,1,1.17,2,2,1.67,1.33,1.83,2.17,13.04,10.85,3.77,3.69,11.85,13.92,4.77,5.38,45.62,42.73,11.31,10.5,H
2.37,2.11,0.75,1.08,0.33,1.33,1.2,1,0.92,1.33,1,1.33,1.2,1.33,2.08,1.5,2.67,1.33,2,1.67,9.62,10.38,3.54,3.54,15,13.73,4.54,4.35,44.96,46,9.77,9.5,D
1.52,4.57,1,1.77,0.67,2.33,1.33,1.33,1.23,1.92,1.67,2.67,1.33,2,2,1.38,2,0.67,1.83,2.67,10.85,17.42,3.69,6.35,13.92,7.81,5.38,3.04,42.73,58.85,10.5,9.73,A
6.4,2.39,2.85,1.23,3,1,2.67,1,3.23,1,2.33,1.33,4,0.6,0.62,1.15,0.67,1.67,0.67,1.2,17.96,12.35,7.42,3.38,6.62,13.38,2.35,4.76,72.04,53.46,8.81,11,H
2.95,2.37,0.92,0.77,1.33,0.33,1.5,0.43,1,0.92,2,0.67,1.33,0.71,2.15,2,2.67,2.33,2,2.14,9.19,9.62,3.04,3.54,14.73,15,5.08,4.54,44.81,44.96,12.5,9.77,H
5.97,1.47,2,0.69,2.33,0.33,1.67,0.83,1.85,0.54,2,0,1.5,0.5,0.85,1.15,0.33,1,1,0.83,16.19,8.23,6.15,2.46,10.23,14.27,3,5.19,56.46,45.08,9.58,10.19,H
1.22,0.82,1.08,1.69,2.33,2,1.17,1.83,0.85,0.92,1.67,1,1.17,1.17,1.08,0.77,0,0.33,1,1.17,11.73,9.81,4.19,3.28,14.38,16.08,4.46,4.15,47.42,42.27,8.85,9.5,A
5.74,0.51,1.92,1.15,2,1,3,0.67,1.77,0.69,1.33,0.67,2.5,0.5,1.23,1.46,1,2,0.67,1.83,16.65,8.77,6.52,2.81,10.38,11.58,3.54,4.65,62.73,45.81,10.27,11.08,H
1.05,1.4,0.85,1.08,0.33,0,1,0.67,0.77,0.85,0.33,0.33,1,0.67,1.46,1.31,2,2.67,1.67,1.5,10.12,12.04,3.08,4.23,13.35,13.62,4.12,4.5,39.81,41.08,11.62,10.96,D
1.27,5.58,1.62,2.23,2,2,1.33,1.33,1.69,2.15,2.33,1.67,1.17,1.33,1.62,0.46,1,0.67,1.83,0.83,11.81,14.19,3.28,4.96,11.58,11.81,4.54,4.2,49.85,54.04,11.96,11.38,A
2.11,4.63,1.08,1.85,0.67,1.33,1.17,2,1.31,1.62,1,0.67,1.33,2,1.46,0.77,1.67,1,1.33,0.83,10.38,17.58,3.54,5.77,13.73,8.69,4.35,3,46,61.77,9.5,10.62,H
0.61,1.72,1.23,0.62,1.33,1.33,1.5,0,1,0.62,1,1.33,1.33,0,1.08,1.92,1,1.33,1.17,2.17,9.77,13.04,2.81,3.77,14.69,11.85,4.76,4.77,45.23,45.62,10.69,11.31,D
6.4,2.37,2.86,0.71,3,0.33,2.71,0.38,3.14,0.86,2,0.33,3.71,0.62,0.64,2.14,0.67,2.33,0.71,2.38,17.96,9.62,7.42,3.54,6.62,15,2.35,4.54,72.04,44.96,8.81,9.77,H
1.22,2.39,1,1.14,1.33,1,1,0.83,0.86,1,1.67,1.67,1.14,0.67,1.14,1.21,0.67,2,1.14,1.33,11.73,12.35,4.19,3.38,14.38,13.38,4.46,4.76,47.42,53.46,8.85,11,D
5.74,5.58,2,2.29,3,3,3,1.57,2,2.29,2.67,3,2.86,1.71,1.14,0.57,0,1,0.57,1,16.65,14.19,6.52,4.96,10.38,11.81,3.54,4.2,62.73,54.04,10.27,11.38,A
1.05,1.72,0.86,0.64,0.67,1.67,1,0.14,0.86,0.57,1,1.33,1.14,0,1.5,1.79,2.33,1,1.71,1.86,10.12,13.04,3.08,3.77,13.35,11.85,4.12,4.77,39.81,45.62,11.62,11.31,D
1.27,4.63,1.5,1.71,2,0.33,1.14,1.71,1.71,1.57,2.33,0.67,1.29,1.86,1.79,0.86,1.33,1.67,2.14,1,11.81,17.58,3.28,5.77,11.58,8.69,4.54,3,49.85,61.77,11.96,10.62,D
1.52,1.47,0.93,0.64,0.33,0.33,1.14,0.71,1.14,0.5,1,0,1.14,0.43,2.07,1.14,2.33,1,2,0.86,10.85,8.23,3.69,2.46,13.92,14.27,5.38,5.19,42.73,45.08,10.5,10.19,H
2.11,0.82,1.21,1.79,1.33,2,1.43,2,1.36,1,1,1.33,1.43,1.29,1.43,0.79,1.33,0.67,1.29,1.14,10.38,9.81,3.54,3.28,13.73,16.08,4.35,4.15,46,42.27,9.5,9.5,H
2.95,0.51,1.07,1.07,1.33,0,1.71,0.57,1.21,0.64,2.33,0.33,1.71,0.43,2,1.71,2,3.67,1.71,2.29,9.19,8.77,3.04,2.81,14.73,11.58,5.08,4.65,44.81,45.81,12.5,11.08,H
0.61,4.57,1.21,1.86,0.67,2.33,1.43,1.57,0.93,2,0.67,2.33,1.14,2.14,1,1.29,1,0.33,1,2.29,9.77,17.42,2.81,6.35,14.69,7.81,4.76,3.04,45.23,58.85,10.69,9.73,A
5.97,1.4,2.07,1.07,2.33,0.33,1.86,0.71,1.79,0.93,2,1,1.43,0.86,0.79,1.36,0.33,3,0.86,1.57,16.19,12.04,6.15,4.23,10.23,13.62,3,4.5,56.46,41.08,9.58,10.96,H
5.58,6.4,2.33,2.87,3,3,3,3,2.33,3.07,2.67,2,2.86,2.57,0.6,0.67,1,1,0.14,0.57,14.19,17.96,4.96,7.42,11.81,6.62,4.2,2.35,54.04,72.04,11.38,8.81,A
4.57,2.95,1.93,1.2,2.33,2,2.14,0.43,2.2,1.27,3,2.33,1.86,0.71,1.27,1.87,0.67,1.33,0.29,2.29,17.42,9.19,6.35,3.04,7.81,14.73,3.04,5.08,58.85,44.81,9.73,12.5,D
2.39,5.74,1.13,1.87,1.33,2,1.38,1,1,1.93,2,2.33,1.25,1.14,1.2,1.27,1.33,1,1.12,1.71,12.35,16.65,3.38,6.52,13.38,10.38,4.76,3.54,53.46,62.73,11,10.27,D
1.4,2.11,1,1.33,0.33,2.33,1.43,1,0.93,1.33,1,1.33,1,1.29,1.47,1.33,2.67,0.67,1.14,1.57,12.04,10.38,4.23,3.54,13.62,13.73,4.5,4.35,41.08,46,10.96,9.5,A
4.63,1.52,1.67,1.07,0.67,1,1.71,0.71,1.53,1.2,1,1,1.29,1.14,0.87,2,1.33,2,0.71,2.14,17.58,10.85,5.77,3.69,8.69,13.92,3,5.38,61.77,42.73,10.62,10.5,H
1.47,1.05,0.6,0.87,0.33,1,0.57,0.71,0.53,0.8,0.33,1,0.57,0.57,1.2,1.4,1,1,1.43,1.29,8.23,10.12,2.46,3.08,14.27,13.35,5.19,4.12,45.08,39.81,10.19,11.62,H
0.51,0.61,1,1.13,0,0.33,1.57,1,0.6,0.93,0.33,0.33,0.86,0.71,1.73,1.27,3,2,1.14,1,8.77,9.77,2.81,2.81,11.58,14.69,4.65,4.76,45.81,45.23,11.08,10.69,H
1.72,1.22,0.67,1,1.67,0.67,1.14,1,0.53,0.87,0.67,0.67,1.14,0.57,1.67,1.13,0.33,1,1.71,1.14,13.04,11.73,3.77,4.19,11.85,14.38,4.77,4.46,45.62,47.42,11.31,8.85,D
0.82,1.27,1.67,1.47,1,1.33,1.57,1.86,0.93,1.67,0.67,2,0.71,2.14,0.8,1.73,1,1.67,0.43,1.43,9.81,11.81,3.28,3.28,16.08,11.58,4.15,4.54,42.27,49.85,9.5,11.96,H
2.37,5.97,0.67,2.13,0.33,2.33,1.17,2.29,0.87,1.87,0.67,1.67,1.17,2.14,2.13,0.8,2.33,0.67,1.83,0.71,9.62,16.19,3.54,6.15,15,10.23,4.54,3,44.96,56.46,9.77,9.58,H
2.37,5.74,0.81,1.81,1,1.33,1.43,1,0.88,1.88,0.67,2.33,1.14,1.12,2,1.25,2,1.33,1.57,1.62,9.62,16.65,3.54,6.52,15,10.38,4.54,3.54,44.96,62.73,9.77,10.27,D
4.63,0.61,1.75,1.06,1.33,0.33,1.88,0.88,1.75,0.88,2.33,0.33,1.75,0.62,0.88,1.31,1.33,2.33,0.75,1.12,17.58,9.77,5.77,2.81,8.69,14.69,3,4.76,61.77,45.23,10.62,10.69,H
5.58,1.22,2.19,1,2,0.67,2.62,1,2.25,0.94,2.67,1.33,2.62,0.75,0.69,1.19,1.67,1.67,0.38,1.25,14.19,11.73,4.96,4.19,11.81,14.38,4.2,4.46,54.04,47.42,11.38,8.85,H
4.57,1.05,1.88,0.81,2.33,0.67,2,0.62,2.12,0.75,3,0.67,1.75,0.5,1.25,1.38,0.67,1,0.38,1.25,17.42,10.12,6.35,3.08,7.81,13.35,3.04,4.12,58.85,39.81,9.73,11.62,D
1.47,6.4,0.75,2.88,1,3,0.88,3,0.56,3,0.67,2,0.62,2.5,1.12,0.69,1,1,1.25,0.62,8.23,17.96,2.46,7.42,14.27,6.62,5.19,2.35,45.08,72.04,10.19,8.81,A
2.39,2.11,1.12,1.44,0.67,3,1.33,1.25,1,1.44,1,2,1.22,1.5,1.19,1.38,1.33,1,1.11,1.62,12.35,10.38,3.38,3.54,13.38,13.73,4.76,4.35,53.46,46,11,9.5,A
1.4,2.95,0.94,1.19,0.33,2.33,1.25,0.5,1,1.25,1.67,2.33,1.12,0.75,1.56,1.81,2.67,0.33,1.38,2.12,12.04,9.19,4.23,3.04,13.62,14.73,4.5,5.08,41.08,44.81,10.96,12.5,A
0.51,5.97,1.12,2,1,2,1.75,2,0.69,1.75,0.67,1.33,1,1.88,1.62,0.81,2.33,0.67,1,0.75,8.77,16.19,2.81,6.15,11.58,10.23,4.65,3,45.81,56.46,11.08,9.58,A
1.72,1.27,0.69,1.38,1,0.33,1.12,1.62,0.62,1.56,0.67,1,1.25,1.88,1.69,1.69,0.67,2,1.75,1.38,13.04,11.81,3.77,3.28,11.85,11.58,4.77,4.54,45.62,49.85,11.31,11.96,H
0.82,1.52,1.75,1,2,1,1.75,0.62,0.94,1.19,1,1,0.75,1.12,0.75,2.19,0.67,3,0.38,2.5,9.81,10.85,3.28,3.69,16.08,13.92,4.15,5.38,42.27,42.73,9.5,10.5,H
2.95,1.47,1.29,0.71,2.33,1,1.88,0.62,1.24,0.53,1.33,0.67,1.75,0.5,1.71,1.29,0.33,2,1.5,1,9.19,8.23,3.04,2.46,14.73,14.27,5.08,5.19,44.81,45.08,12.5,10.19,H
1.22,4.57,0.94,1.82,0.67,1.67,1,1.75,0.88,2,1,2,1.12,2.5,1.18,1.18,1.33,0.67,1.12,2.12,11.73,17.42,4.19,6.35,14.38,7.81,4.46,3.04,47.42,58.85,8.85,9.73,A
1.05,5.58,0.82,2.24,0.67,2,1,1.75,0.71,2.18,0,1.67,1,1.88,1.29,0.65,0.33,1,1.5,1,10.12,14.19,3.08,4.96,13.35,11.81,4.12,4.2,39.81,54.04,11.62,11.38,A
6.4,4.63,2.88,1.82,3,2.33,2.75,1.62,3.06,1.76,2.67,2.67,3.5,1.75,0.65,0.82,0.67,0.67,0.75,1,17.96,17.58,7.42,5.77,6.62,8.69,2.35,3,72.04,61.77,8.81,10.62,H
1.52,2.37,0.94,0.82,1,1.33,1.38,0.33,1.12,0.82,1,0.67,1.25,0.67,2.12,1.88,2.33,0.67,1.88,2.33,10.85,9.62,3.69,3.54,13.92,15,5.38,4.54,42.73,44.96,10.5,9.77,A
1.27,0.51,1.29,1.06,0.33,1,1.12,0.5,1.53,0.71,0.67,1,1.25,0.38,1.71,1.71,1.33,1.67,2,2.25,11.81,8.77,3.28,2.81,11.58,11.58,4.54,4.65,49.85,45.81,11.96,11.08,A
5.97,2.39,2.06,1.06,2,0.67,2,0.86,1.82,1,2,1,1.62,0.71,0.82,1.35,1,2,0.88,1.29,16.19,12.35,6.15,3.38,10.23,13.38,3,4.76,56.46,53.46,9.58,11,H
0.61,0.82,1,1.82,0,2,1.25,1.75,0.82,0.94,0.33,0.67,1.12,1.12,1.35,0.71,3,0.33,1.5,1.12,9.77,9.81,2.81,3.28,14.69,16.08,4.76,4.15,45.23,42.27,10.69,9.5,D
5.74,1.4,1.76,0.88,0.67,0,2.62,0.62,1.76,0.94,0.67,1,2.62,0.88,1.18,1.53,1.33,2.33,0.88,1.75,16.65,12.04,6.52,4.23,10.38,13.62,3.54,4.5,62.73,41.08,10.27,10.96,H
2.11,1.72,1.53,0.82,3,1.67,1.62,0.25,1.59,0.71,2.67,1.33,1.38,0,1.35,1.65,1,1,1.12,1.62,10.38,13.04,3.54,3.77,13.73,11.85,4.35,4.77,46,45.62,9.5,11.31,A
2.11,5.58,1.44,2.28,2,2,1.44,1.89,1.5,2.17,2.33,1.33,1.22,1.89,1.44,0.67,2,1,1.33,1,10.38,14.19,3.54,4.96,13.73,11.81,4.35,4.2,46,54.04,9.5,11.38,D
0.82,4.63,1.78,1.72,2.33,2,1.89,1.44,0.89,1.72,0.67,2.67,0.78,1.67,0.67,1,0,1.67,0.33,1.33,9.81,17.58,3.28,5.77,16.08,8.69,4.15,3,42.27,61.77,9.5,10.62,A
2.37,1.4,0.94,0.83,2.33,0,1.38,0.56,0.94,0.89,1.33,0.67,1,0.78,1.78,1.5,0,1.67,1.38,1.67,9.62,12.04,3.54,4.23,15,13.62,4.54,4.5,44.96,41.08,9.77,10.96,A
1.47,1.72,0.67,0.94,1,2.33,0.78,0.56,0.56,0.83,0.67,2.33,0.56,0.33,1.39,1.56,2.33,1,1.56,1.44,8.23,13.04,2.46,3.77,14.27,11.85,5.19,4.77,45.08,45.62,10.19,11.31,D
1.52,1.05,0.89,0.78,0,0.33,1.22,0.67,1.06,0.72,0.33,0.33,1.11,0.44,2.17,1.33,3,1,2,1.11,10.85,10.12,3.69,3.08,13.92,13.35,5.38,4.12,42.73,39.81,10.5,11.62,H
2.39,0.51,1,1.17,0.33,2,1.2,0.78,0.94,0.89,0.67,2.33,1.2,0.78,1.33,1.67,2,1.33,1.4,2.11,12.35,8.77,3.38,2.81,13.38,11.58,4.76,4.65,53.46,45.81,11,11.08,D
6.4,1.22,2.89,0.89,3,0.33,2.78,0.89,3.11,0.83,3.33,0.67,3.56,0.67,0.67,1.33,0.67,2.33,0.78,1.22,17.96,11.73,7.42,4.19,6.62,14.38,2.35,4.46,72.04,47.42,8.81,8.85,H
0.61,1.27,1,1.22,0.33,0,1.22,1.44,0.78,1.5,0,0.67,1,1.78,1.28,1.83,1.33,2.33,1.33,1.44,9.77,11.81,2.81,3.28,14.69,11.58,4.76,4.54,45.23,49.85,10.69,11.96,H
2.95,5.97,1.39,2.11,2.33,2,2,2.11,1.33,1.78,1.67,1.33,1.89,2,1.67,0.78,0.67,0.67,1.44,0.78,9.19,16.19,3.04,6.15,14.73,10.23,5.08,3,44.81,56.46,12.5,9.58,D
5.74,4.57,1.83,1.89,1.67,1.67,2.67,1.89,1.72,2.11,0.67,1.67,2.44,2.67,1.11,1.11,0.33,0.33,0.78,1.89,16.65,17.42,6.52,6.35,10.38,7.81,3.54,3.04,62.73,58.85,10.27,9.73,D
1.72,5.74,0.95,1.79,2.33,1.67,1.33,1,0.84,1.79,2,1.33,1.33,1,1.53,1.21,0.67,1,1.67,1.44,13.04,16.65,3.77,6.52,11.85,10.38,4.77,3.54,45.62,62.73,11.31,10.27,A
1.4,6.4,0.95,2.89,1,3,1.11,3,1,3.16,1,4,1,2.67,1.53,0.63,1.33,0.33,1.33,0.56,12.04,17.96,4.23,7.42,13.62,6.62,4.5,2.35,41.08,72.04,10.96,8.81,A
4.57,1.47,1.84,0.68,1.67,0.33,1.89,0.56,2.16,0.58,2.33,0.67,1.56,0.56,1.21,1.37,1,2.67,0.33,1.22,17.42,8.23,6.35,2.46,7.81,14.27,3.04,5.19,58.85,45.08,9.73,10.19,H
1.05,2.95,0.74,1.37,0.33,2.33,0.89,0.78,0.74,1.26,0.67,1.33,1,0.78,1.42,1.58,1.67,0.33,1.56,1.89,10.12,9.19,3.08,3.04,13.35,14.73,4.12,5.08,39.81,44.81,11.62,12.5,D
1.27,2.11,1.16,1.42,0,1.33,1,1.44,1.42,1.53,0.67,2,1.22,1.78,1.79,1.47,2.33,2,2.22,1.56,11.81,10.38,3.28,3.54,11.58,13.73,4.54,4.35,49.85,46,11.96,9.5,H
5.58,0.82,2.21,1.68,2.33,1.33,2.67,1.67,2.16,0.84,1.67,0.33,2.44,1,0.74,0.79,1,1,0.33,1,14.19,9.81,4.96,3.28,11.81,16.08,4.2,4.15,54.04,42.27,11.38,9.5,D
0.51,1.52,1.16,1,1.33,1,1.56,0.56,0.89,1.16,2,1,1,1,1.63,2.11,1.67,1.67,1.22,2.33,8.77,10.85,2.81,3.69,11.58,13.92,4.65,5.38,45.81,42.73,11.08,10.5,D
5.97,0.61,2.05,1.11,2.33,1.33,2.11,0.78,1.68,0.79,1.33,0.33,1.56,0.56,0.74,1.21,0.33,0.67,0.78,1.22,16.19,9.77,6.15,2.81,10.23,14.69,3,4.76,56.46,45.23,9.58,10.69,H
1.22,2.37,0.84,0.89,0,1.33,0.89,0.6,0.79,1,0,1.67,1,0.9,1.47,1.84,3,1,1.44,2.1,11.73,9.62,4.19,3.54,14.38,15,4.46,4.54,47.42,44.96,8.85,9.77,D
4.63,2.39,1.79,1,2,0.33,2,0.75,1.79,0.95,2,0.67,1.78,0.62,0.95,1.32,1.33,2,0.67,1.25,17.58,12.35,5.77,3.38,8.69,13.38,3,4.76,61.77,53.46,10.62,11,H
1.05,5.74,0.75,1.85,0.33,2.33,0.9,1.2,0.7,1.85,0.67,2.33,0.9,1.2,1.35,1.25,1.67,1.67,1.4,1.5,10.12,16.65,3.08,6.52,13.35,10.38,4.12,3.54,39.81,62.73,11.62,10.27,D
1.72,6.4,0.9,2.9,1.33,3,1.2,3,0.9,3.05,2,3,1.4,2.5,1.6,0.6,1.33,0.33,1.8,0.5,13.04,17.96,3.77,7.42,11.85,6.62,4.77,2.35,45.62,72.04,11.31,8.81,D
5.58,2.39,2.15,0.95,1.67,0.33,2.5,0.67,2.15,1,2,1,2.4,0.78,0.8,1.5,1.67,2.33,0.5,1.67,14.19,12.35,4.96,3.38,11.81,13.38,4.2,4.76,54.04,53.46,11.38,11,D
1.27,1.47,1.25,0.65,1,0.33,1.2,0.5,1.45,0.55,1,0.67,1.3,0.5,1.75,1.55,2,3,2.1,1.6,11.81,8.23,3.28,2.46,11.58,14.27,4.54,5.19,49.85,45.08,11.96,10.19,A
1.4,0.61,0.9,1.05,1,1.33,1,0.7,0.95,0.75,1,0.33,0.9,0.5,1.5,1.25,1.33,0.67,1.3,1.3,12.04,9.77,4.23,2.81,13.62,14.69,4.5,4.76,41.08,45.23,10.96,10.69,D
4.57,2.11,1.9,1.35,2.33,0.33,2,1.3,2.3,1.5,4,1,1.9,1.7,1.15,1.5,1,2.33,0.3,1.6,17.42,10.38,6.35,3.54,7.81,13.73,3.04,4.35,58.85,46,9.73,9.5,H
